source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[enrichment process]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms min charge]	comment[ms max charge]	comment[ms1 scan range]	factor value[genotype]	factor value[sampling time]
blue_HR14_B_sample08	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	2	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-25 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_B_sample08	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_B_sample08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-25 overexpression	8 day
blue_HR14_C_sample09	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	3	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-25 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_C_sample09	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_C_sample09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-25 overexpression	8 day
blue_HR14_D_sample10	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	4	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-25 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_D_sample10	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_D_sample10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-25 overexpression	8 day
blue_HR14_E_sample11	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	5	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-25 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_E_sample11	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR14_E_sample11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-25 overexpression	8 day
blue_HR26_A_sample15	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	1	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-35 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_A_sample15	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_A_sample15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-35 overexpression	8 day
blue_HR26_B_sample16	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	2	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-35 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_B_sample16	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_B_sample16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-35 overexpression	8 day
blue_HR26_C_sample17	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	3	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-35 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_C_sample17	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_C_sample17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-35 overexpression	8 day
blue_HR26_D_sample18	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	4	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-35 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_D_sample18	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_D_sample18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-35 overexpression	8 day
blue_HR26_E_sample19	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	5	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-35 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_E_sample19	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_E_sample19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-35 overexpression	8 day
blue_HR26_F_sample20	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	6	study sample	normal	cell	8 day	immunoprecipitation	embryo stage	not available	not available	GFP-TDP-35 overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_F_sample20	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_blue_HR26_F_sample20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	blue/batch01	2	5	300m/z-1650m/z	GFP-TDP-35 overexpression	8 day
red_AD117_A_sample33	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	1	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	GFP overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_A_sample33	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_A_sample33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	GFP overexpression	4 day
red_AD117_B_sample34	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	2	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	GFP overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_B_sample34	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_B_sample34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	GFP overexpression	4 day
red_AD117_C_sample35	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	3	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	GFP overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_C_sample35	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_C_sample35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	GFP overexpression	4 day
red_AD117_D_sample36	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	4	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	GFP overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_D_sample36	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_D_sample36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	GFP overexpression	4 day
red_AD117_E_sample37	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	5	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	GFP overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_E_sample37	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_E_sample37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	GFP overexpression	4 day
red_AD117_F_sample38	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	6	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	GFP overexpression	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_F_sample38	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_AD117_F_sample38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	GFP overexpression	4 day
red_control_A_sample27	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	1	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	no construct	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_A_sample27	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_A_sample27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	no construct	4 day
red_control_B_sample28	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	2	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	no construct	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_B_sample28	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_B_sample28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	no construct	4 day
red_control_C_sample29	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	3	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	no construct	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_C_sample29	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_C_sample29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	no construct	4 day
red_control_D_sample30	Rattus norvegicus	cerebral cortex	cerebral cortex neuron	4	negative control	normal	cell	4 day	immunoprecipitation	embryo stage	not available	not available	no construct	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_D_sample30	proteomic profiling by mass spectrometry	1	20190606_QX3_JaBa_SA_LC15_col1-50cm_main1_IP6-1_26xIP1D1S2fM1_red_control_D_sample30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	red/batch02	2	5	300m/z-1650m/z	no construct	4 day
