source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[strain or breed]	characteristics[sex]	characteristics[developmental stage]	characteristics[culture medium]	characteristics[passage number]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[depletion]	characteristics[sampling time]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[elution conditions]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sampling time]
mESC_EpiLC_48h_rep1	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	48 hour	not pooled	1	run 41	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_A11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	48 hour
mESC_EpiLC_48h_rep2	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	48 hour	not pooled	2	run 42	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_B11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	48 hour
mESC_EpiLC_48h_rep3	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	48 hour	not pooled	3	run 43	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_C11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	48 hour
mESC_EpiLC_48h_rep4	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	48 hour	not pooled	4	run 44	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_D11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	48 hour
mESC_EpiLC_72h_rep1	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	72 hour	not pooled	1	run 45	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_A12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	72 hour
mESC_EpiLC_72h_rep2	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	72 hour	not pooled	2	run 46	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_B12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	72 hour
mESC_EpiLC_72h_rep3	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	72 hour	not pooled	3	run 47	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_C12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	72 hour
mESC_EpiLC_72h_rep4	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	72 hour	not pooled	4	run 48	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	1	1	in-StageTip SDB-RPS single-shot proteome (measured 2015-08-27 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 180 min then 32-47% B over 40 min	20150827_QEp2_LC10_SeHu_SA_mESC_Proteome_D12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	72 hour
mESC_EpiLC_0m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with 2i (PD0325901, CHIR99021) and LIF	not available	untreated	cell line	study sample	not applicable	no depletion	0 minute	SN=mESC_EpiLC_0m_rep1;SN=mESC_EpiLC_0m_rep2;SN=mESC_EpiLC_0m_rep3;SN=mESC_EpiLC_0m_rep4	pooled	run 49	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_0m_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	0 minute
mESC_EpiLC_0m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with 2i (PD0325901, CHIR99021) and LIF	not available	untreated	cell line	study sample	not applicable	no depletion	0 minute	SN=mESC_EpiLC_0m_rep1;SN=mESC_EpiLC_0m_rep2;SN=mESC_EpiLC_0m_rep3;SN=mESC_EpiLC_0m_rep4	pooled	run 50	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_0m_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	0 minute
mESC_EpiLC_0m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with 2i (PD0325901, CHIR99021) and LIF	not available	untreated	cell line	study sample	not applicable	no depletion	0 minute	SN=mESC_EpiLC_0m_rep1;SN=mESC_EpiLC_0m_rep2;SN=mESC_EpiLC_0m_rep3;SN=mESC_EpiLC_0m_rep4	pooled	run 51	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_0m_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	0 minute
mESC_EpiLC_0m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with 2i (PD0325901, CHIR99021) and LIF	not available	untreated	cell line	study sample	not applicable	no depletion	0 minute	SN=mESC_EpiLC_0m_rep1;SN=mESC_EpiLC_0m_rep2;SN=mESC_EpiLC_0m_rep3;SN=mESC_EpiLC_0m_rep4	pooled	run 52	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_0m_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	0 minute
mESC_EpiLC_0m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with 2i (PD0325901, CHIR99021) and LIF	not available	untreated	cell line	study sample	not applicable	no depletion	0 minute	SN=mESC_EpiLC_0m_rep1;SN=mESC_EpiLC_0m_rep2;SN=mESC_EpiLC_0m_rep3;SN=mESC_EpiLC_0m_rep4	pooled	run 53	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_0m_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	0 minute
mESC_EpiLC_0m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with 2i (PD0325901, CHIR99021) and LIF	not available	untreated	cell line	study sample	not applicable	no depletion	0 minute	SN=mESC_EpiLC_0m_rep1;SN=mESC_EpiLC_0m_rep2;SN=mESC_EpiLC_0m_rep3;SN=mESC_EpiLC_0m_rep4	pooled	run 54	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_0m_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	0 minute
mESC_EpiLC_30m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	30 minute	SN=mESC_EpiLC_30m_rep1;SN=mESC_EpiLC_30m_rep2;SN=mESC_EpiLC_30m_rep3;SN=mESC_EpiLC_30m_rep4	pooled	run 55	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_30m_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	30 minute
mESC_EpiLC_30m_pool	Mus musculus	blastocyst	embryonic stem cell	normal	ES-E14TG2a	CVCL_9108	ES-E14TG2a	129P2/Ola	male	blastocyst	N2B27 medium with activin A, bFGF and KSR	not available	epiblast-like cell induction	cell line	study sample	not applicable	no depletion	30 minute	SN=mESC_EpiLC_30m_rep1;SN=mESC_EpiLC_30m_rep2;SN=mESC_EpiLC_30m_rep3;SN=mESC_EpiLC_30m_rep4	pooled	run 56	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1600m/z	4.5 ppm	20 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	1	in-StageTip SCX fractionated pooled proteome (measured 2015-09-28 batch)	0.1% formic acid / 60% acetonitrile binary gradient, 300 nL/min: 4-32% B over 90 min then 32-47% B over 20 min	20150928_QEp2_LC10_SeHu_SA_mESC_Proteome_30m_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	30 minute
