source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[individual]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[depletion]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms min charge]	comment[ms max charge]	comment[ms min rt]	comment[ms max rt]	comment[acquisition date]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[instrument]
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131221_EXQ00_RiSc_QC_HELA_rf60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2013-12-21T14:21:02	HeLa-QC-digest	1	1	20131221_EXQ00_RiSc_QC_HELA_rf60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131221_EXQ00_RiSc_QC_HELA_rf65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2013-12-21T15:57:22	HeLa-QC-digest	1	1	20131221_EXQ00_RiSc_QC_HELA_rf65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131221_EXQ00_RiSc_QC_HELA_rf70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2013-12-21T17:30:04	HeLa-QC-digest	1	1	20131221_EXQ00_RiSc_QC_HELA_rf70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131230_EXQ00_RiSc_QC_BREMENHELA_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2013-12-31T17:36:23	BremenHeLa-digest	1	1	20131230_EXQ00_RiSc_QC_BREMENHELA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131230_EXQ00_RiSc_QC_BREMENHELA_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2013-12-31T20:10:14	BremenHeLa-digest	1	2	20131230_EXQ00_RiSc_QC_BREMENHELA_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131230_EXQ00_RiSc_QC_BREMENHELA_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2013-12-31T22:44:23	BremenHeLa-digest	1	3	20131230_EXQ00_RiSc_QC_BREMENHELA_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131230_EXQ00_RiSc_QC_BREMENHELA_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-01T01:19:54	BremenHeLa-digest	1	4	20131230_EXQ00_RiSc_QC_BREMENHELA_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131230_EXQ00_RiSc_QC_BREMENHELA_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-01T03:53:51	BremenHeLa-digest	1	5	20131230_EXQ00_RiSc_QC_BREMENHELA_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-2	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20131230_EXQ00_RiSc_QC_BREMENHELA_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	120	2014-01-01T06:31:46	BremenHeLa-digest	1	6	20131230_EXQ00_RiSc_QC_BREMENHELA_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_nce25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	25 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T04:17:00	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_nce25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_nce26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	26 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T10:29:55	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_nce26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_nce27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-10T23:40:28	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_nce27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_nce28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	28 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T07:23:46	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_nce28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_nce29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	29 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T05:50:55	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_nce29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_nce30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	30 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T08:57:22	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_nce30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_uf020	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T01:13:02	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_uf020.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_uf040	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T12:02:11	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_uf040.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_uf060	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-11T13:35:05	HeLa-QC-digest	1	2	20140110_EXQ00_RiSc_QC_HELA_uf060.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
PXD001203-Sample-1	Homo sapiens	uterine cervix	epithelial cell	cervical adenocarcinoma	HeLa-S3	CVCL_0058	HeLa S3	uterine cervix	ATCC	not available	not available	Dulbecco's Modified Eagle Medium	-80 °C	30Y6M	female	African American	adult	not applicable	cell line	study sample	not applicable	no depletion	1	20140110_EXQ00_RiSc_QC_HELA_uf080	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=HCD;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	Dithiothreitol (DTT)	Iodoacetamide (IAA)	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	200m/z-2000m/z	2	5	0	60	2014-01-10T22:08:03	HeLa-QC-digest	1	1	20140110_EXQ00_RiSc_QC_HELA_uf080.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Q Exactive Plus;AC=MS:1002634
