source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[affinity purification]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[elution conditions]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[affinity purification]	factor value[genotype]
delTip_lysate2_FLAG	Homo sapiens	kidney	not available	2	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 delta-beta-hairpin mutant (del1067-1072+Gly)	20220730_EXPL2_LuHe_SA_H341_FLAG_delTip_2	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_FLAG_delTip_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 delta-beta-hairpin mutant (del1067-1072+Gly)
delTip_lysate3_FLAG	Homo sapiens	kidney	not available	3	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 delta-beta-hairpin mutant (del1067-1072+Gly)	20220730_EXPL2_LuHe_SA_H341_FLAG_delTip_3	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_FLAG_delTip_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 delta-beta-hairpin mutant (del1067-1072+Gly)
MWPQ_lysate1_FLAG	Homo sapiens	kidney	not available	1	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 beta-hairpin++ mutant (M1068W P1070Q)	20220730_EXPL2_LuHe_SA_H341_FLAG_MWPQ_1	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_FLAG_MWPQ_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 beta-hairpin++ mutant (M1068W P1070Q)
MWPQ_lysate2_FLAG	Homo sapiens	kidney	not available	2	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 beta-hairpin++ mutant (M1068W P1070Q)	20220730_EXPL2_LuHe_SA_H341_FLAG_MWPQ_2	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_FLAG_MWPQ_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 beta-hairpin++ mutant (M1068W P1070Q)
MWPQ_lysate3_FLAG	Homo sapiens	kidney	not available	3	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 beta-hairpin++ mutant (M1068W P1070Q)	20220730_EXPL2_LuHe_SA_H341_FLAG_MWPQ_3	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_FLAG_MWPQ_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	anti-FLAG immunoprecipitation of 3xFLAG-CUL1	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with CAND1 beta-hairpin++ mutant (M1068W P1070Q)
WT_lysate1_GST	Homo sapiens	kidney	not available	1	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 wild type	20220730_EXPL2_LuHe_SA_H341_GST_WT_1	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_WT_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 wild type
WT_lysate2_GST	Homo sapiens	kidney	not available	2	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 wild type	20220730_EXPL2_LuHe_SA_H341_GST_WT_2	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_WT_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 wild type
WT_lysate3_GST	Homo sapiens	kidney	not available	3	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 wild type	20220730_EXPL2_LuHe_SA_H341_GST_WT_3	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_WT_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 wild type
DKO_lysate1_GST	Homo sapiens	kidney	not available	1	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout	20220730_EXPL2_LuHe_SA_H341_GST_DKO_1	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_DKO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout
DKO_lysate2_GST	Homo sapiens	kidney	not available	2	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout	20220730_EXPL2_LuHe_SA_H341_GST_DKO_2	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_DKO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout
DKO_lysate3_GST	Homo sapiens	kidney	not available	3	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout	20220730_EXPL2_LuHe_SA_H341_GST_DKO_3	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_DKO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout
rWT_lysate1_GST	Homo sapiens	kidney	not available	1	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with wild-type CAND1	20220730_EXPL2_LuHe_SA_H341_GST_rWT_1	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_rWT_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with wild-type CAND1
rWT_lysate2_GST	Homo sapiens	kidney	not available	2	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with wild-type CAND1	20220730_EXPL2_LuHe_SA_H341_GST_rWT_2	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_rWT_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with wild-type CAND1
rWT_lysate3_GST	Homo sapiens	kidney	not available	3	normal	cell line	not available	not available	female	not available	Flp-In-T-REx	CVCL_U427	Flp-In-T-REx-293	not available	Dulbecco's Modified Eagle Medium	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with wild-type CAND1	20220730_EXPL2_LuHe_SA_H341_GST_rWT_3	proteomic profiling by mass spectrometry	1	20220730_EXPL2_LuHe_SA_H341_GST_rWT_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	EASY-nLC 1200; 50 cm x 75 um ReproSil-Pur C18-AQ 1.9 um at 60 C; 300 nl/min; 0.1% FA / 80% ACN; 60 min stepwise gradient 5-30% B in 45 min, 65% in 8 min, 95% in 2 min, 95% for 5 min	300	1650	not available	glutathione pulldown of GST-CUL1-RBX1 from anti-FLAG flow-through	3xFLAG-CUL1 knock-in; CAND1 and CAND2 double knockout; rescued with wild-type CAND1
